label,critical,"Ensures every form element has a label"
form-field-multiple-labels,null,"Ensures form field does not have multiple label elements"
label-title-only,null,"Ensures that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes"
frame-title,serious,"Ensures <iframe> and <frame> elements have an accessible name"
frame-tested,null,"Ensures <iframe> and <frame> elements contain the axe-core script"
th-has-data-cells,null,"Ensure that <th> elements and elements with role=columnheader/rowheader have data cells they describe"
html-lang-valid,null,"Ensures the lang attribute of the <html> element has a valid value"
landmark-main-is-top-level,null,"Ensures the main landmark is at top level"
landmark-no-duplicate-main,null,"Ensures the document has at most one main landmark"
svg-img-alt,null,"Ensures <svg> elements with an img, graphics-document or graphics-symbol role have an accessible text"
autocomplete-valid,null,"Ensure the autocomplete attribute is correct and suitable for the form field"
input-button-name,null,"Ensures input buttons have discernible text"
select-name,null,"Ensures select element has an accessible name"
skip-link,null,"Ensure all skip links have a focusable target"
scrollable-region-focusable,null,"Ensure elements that have scrollable content are accessible by keyboard"
accesskeys,null,"Ensures every accesskey attribute value is unique"
valid-lang,null,"Ensures lang attributes have valid values"
aria-input-field-name,serious,"Ensures every ARIA input field has an accessible name"
aria-progressbar-name,serious,"Ensures every ARIA progressbar node has an accessible name"
empty-table-header,null,"Ensures table headers have discernible text"
aria-command-name,null,"Ensures every ARIA button, link and menuitem has an accessible name"
html-xml-lang-mismatch,null,"Ensure that HTML elements with both valid lang and xml:lang attributes agree on the base language of the page"
input-image-alt,critical,"Ensures <input type="image"> elements have alternate text"
definition-list,null,"Ensures <dl> elements are structured correctly"
dlitem,null,"Ensures <dt> and <dd> elements are contained by a <dl>"
scope-attr-valid,null,"Ensures the scope attribute is used correctly on tables"
marquee,serious,"Ensures <marquee> elements are not used"
frame-title-unique,null,"Ensures <iframe> and <frame> elements contain a unique title attribute"
aria-toggle-field-name,null,"Ensures every ARIA toggle field has an accessible name"
aria-dialog-name,null,"Ensures every ARIA dialog and alertdialog node has an accessible name"
object-alt,serious,"Ensures <object> elements have alternate text"
role-img-alt,null,"Ensures [role="img"] elements have alternate text"
meta-refresh,critical,"Ensures <meta http-equiv="refresh"> is not used for delayed refresh"
aria-treeitem-name,null,"Ensures every ARIA treeitem node has an accessible name"
aria-tooltip-name,serious,"Ensures every ARIA tooltip node has an accessible name"
frame-focusable-content,null,"Ensures <frame> and <iframe> elements with focusable content do not have tabindex=-1"
blink,serious,"Ensures <blink> elements are not used"
video-caption,null,"Ensures <video> elements have captions"
no-autoplay-audio,null,"Ensures <video> or <audio> elements do not autoplay audio for more than 3 seconds without a control mechanism to stop or mute the audio"
aria-text,null,"Ensures role="text" is used on elements with no focusable descendants"
