issue_id,issue_desc,issue_impact,issue_help,issue_url,issue_name,issue_filter,issue_overall_impact,issue_note_overall_impact_hdv,issue_severity,issue_data_related,issue_data_related_rule,issue_pour_category,issue_wcag_level,issue_difficulty_to_fix,issue_missing_label_related,resource_category,violations,passes,total_checks
aria-toggle-field-name,Ensures every ARIA toggle field has an accessible name,,ARIA toggle fields must have an accessible name,https://dequeuniversity.com/rules/axe/4.9/aria-toggle-field-name?application=playwright,Toggle Has No Label,,critical,,severe,O,related to any data aspects,,A,Difficult,O,journal,1,161,162
aria-tooltip-name,Ensures every ARIA tooltip node has an accessible name,,ARIA tooltip nodes must have an accessible name,https://dequeuniversity.com/rules/axe/4.9/aria-tooltip-name?application=playwright,Tooltip Has No Label,,critical,,severe,O,related to data representations,,A,Difficult,O,data-portal,0,3,3
aria-treeitem-name,Ensures every ARIA treeitem node has an accessible name,,ARIA treeitem nodes should have an accessible name,https://dequeuniversity.com/rules/axe/4.9/aria-treeitem-name?application=playwright,Treeitem Has No Label,,critical,,severe,O,related to data representations,,A,Difficult,O,data-portal,0,53,53
aria-valid-attr,Ensures attributes that begin with aria- are valid ARIA attributes,,ARIA attributes must conform to valid names,https://dequeuniversity.com/rules/axe/4.9/aria-valid-attr?application=playwright,ARIA With Error (invalid attributes),,critical,,severe,O,related to any data aspects,,A,Difficult,X,data-portal,10,13800,13810
aria-valid-attr,Ensures attributes that begin with aria- are valid ARIA attributes,,ARIA attributes must conform to valid names,https://dequeuniversity.com/rules/axe/4.9/aria-valid-attr?application=playwright,ARIA With Error (invalid attributes),,critical,,severe,O,related to any data aspects,,A,Difficult,X,government,5,14361,14366
aria-valid-attr,Ensures attributes that begin with aria- are valid ARIA attributes,,ARIA attributes must conform to valid names,https://dequeuniversity.com/rules/axe/4.9/aria-valid-attr?application=playwright,ARIA With Error (invalid attributes),,critical,,severe,O,related to any data aspects,,A,Difficult,X,journal,86,56940,57026
aria-valid-attr-value,Ensures all ARIA attributes have valid values,,ARIA attributes must conform to valid values,https://dequeuniversity.com/rules/axe/4.9/aria-valid-attr-value?application=playwright,ARIA With Error (aria with invalid value),,critical,,severe,O,related to any data aspects,,A,Difficult,X,data-portal,74,13412,13486
aria-valid-attr-value,Ensures all ARIA attributes have valid values,,ARIA attributes must conform to valid values,https://dequeuniversity.com/rules/axe/4.9/aria-valid-attr-value?application=playwright,ARIA With Error (aria with invalid value),,critical,,severe,O,related to any data aspects,,A,Difficult,X,government,29,13873,13902
aria-valid-attr-value,Ensures all ARIA attributes have valid values,,ARIA attributes must conform to valid values,https://dequeuniversity.com/rules/axe/4.9/aria-valid-attr-value?application=playwright,ARIA With Error (aria with invalid value),,critical,,severe,O,related to any data aspects,,A,Difficult,X,journal,138,53263,53401
autocomplete-valid,Ensure the autocomplete attribute is correct and suitable for the form field,,autocomplete attribute must be used correctly,https://dequeuniversity.com/rules/axe/4.9/autocomplete-valid?application=playwright,Autocomplete Not Valid,,moderate,,severe,O,related to data filter/search,,AA,Difficult,X,data-portal,0,662,662
autocomplete-valid,Ensure the autocomplete attribute is correct and suitable for the form field,,autocomplete attribute must be used correctly,https://dequeuniversity.com/rules/axe/4.9/autocomplete-valid?application=playwright,Autocomplete Not Valid,,moderate,,severe,O,related to data filter/search,,AA,Difficult,X,government,3,362,365
autocomplete-valid,Ensure the autocomplete attribute is correct and suitable for the form field,,autocomplete attribute must be used correctly,https://dequeuniversity.com/rules/axe/4.9/autocomplete-valid?application=playwright,Autocomplete Not Valid,,moderate,,severe,O,related to data filter/search,,AA,Difficult,X,journal,0,2004,2004
avoid-inline-spacing,Ensure that text spacing set through style attributes can be adjusted with custom stylesheets,,Inline text spacing must be adjustable with custom stylesheets,https://dequeuniversity.com/rules/axe/4.9/avoid-inline-spacing?application=playwright,Small Line Spacing,,minor,,not severe,O,related to any data aspects,,AA,Moderate,X,data-portal,0,138111,138111
avoid-inline-spacing,Ensure that text spacing set through style attributes can be adjusted with custom stylesheets,,Inline text spacing must be adjustable with custom stylesheets,https://dequeuniversity.com/rules/axe/4.9/avoid-inline-spacing?application=playwright,Small Line Spacing,,minor,,not severe,O,related to any data aspects,,AA,Moderate,X,government,3,17067,17070
avoid-inline-spacing,Ensure that text spacing set through style attributes can be adjusted with custom stylesheets,,Inline text spacing must be adjustable with custom stylesheets,https://dequeuniversity.com/rules/axe/4.9/avoid-inline-spacing?application=playwright,Small Line Spacing,,minor,,not severe,O,related to any data aspects,,AA,Moderate,X,journal,10,146632,146642
blink,Ensures <blink> elements are not used,serious,<blink> elements are deprecated and must not be used,https://dequeuniversity.com/rules/axe/4.9/blink?application=playwright,Blink Is Used,,moderate,,severe,O,related to data perceive,,A,Easy,X,data-portal,3,0,3
blink,Ensures <blink> elements are not used,serious,<blink> elements are deprecated and must not be used,https://dequeuniversity.com/rules/axe/4.9/blink?application=playwright,Blink Is Used,,moderate,,severe,O,related to data perceive,,A,Easy,X,journal,23,0,23
button-name,Ensures buttons have discernible text,,Buttons must have discernible text,https://dequeuniversity.com/rules/axe/4.9/button-name?application=playwright,Button Has No Label,,critical,,severe,O,related to data filter/search,,A,Difficult,O,data-portal,438,4690,5128
button-name,Ensures buttons have discernible text,,Buttons must have discernible text,https://dequeuniversity.com/rules/axe/4.9/button-name?application=playwright,Button Has No Label,,critical,,severe,O,related to data filter/search,,A,Difficult,O,government,33,3913,3946
button-name,Ensures buttons have discernible text,,Buttons must have discernible text,https://dequeuniversity.com/rules/axe/4.9/button-name?application=playwright,Button Has No Label,,critical,,severe,O,related to data filter/search,,A,Difficult,O,journal,1089,11250,12339
bypass,Ensures each page has at least one mechanism for a user to bypass navigation and jump straight to the content,,Page must have means to bypass repeated blocks,https://dequeuniversity.com/rules/axe/4.9/bypass?application=playwright,Bypass Not Supported,,moderate,,not severe,O,related to any data aspects,,A,Difficult,X,data-portal,0,2519,2519
bypass,Ensures each page has at least one mechanism for a user to bypass navigation and jump straight to the content,,Page must have means to bypass repeated blocks,https://dequeuniversity.com/rules/axe/4.9/bypass?application=playwright,Bypass Not Supported,,moderate,,not severe,O,related to any data aspects,,A,Difficult,X,government,0,794,794
bypass,Ensures each page has at least one mechanism for a user to bypass navigation and jump straight to the content,,Page must have means to bypass repeated blocks,https://dequeuniversity.com/rules/axe/4.9/bypass?application=playwright,Bypass Not Supported,,moderate,,not severe,O,related to any data aspects,,A,Difficult,X,journal,0,4784,4784
color-contrast,Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds,serious,Elements must meet minimum color contrast ratio thresholds,https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=playwright,Low Color Contrast,,moderate,,severe,O,related to data representations,,AA,Moderate,X,data-portal,36353,238207,274560
color-contrast,Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds,serious,Elements must meet minimum color contrast ratio thresholds,https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=playwright,Low Color Contrast,,moderate,,severe,O,related to data representations,,AA,Moderate,X,government,1976,51297,53273
color-contrast,Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds,serious,Elements must meet minimum color contrast ratio thresholds,https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=playwright,Low Color Contrast,,moderate,,severe,O,related to data representations,,AA,Moderate,X,journal,59939,510981,570920
definition-list,Ensures <dl> elements are structured correctly,,"<dl> elements must only directly contain properly-ordered <dt> and <dd> groups, <script>, <template> or <div> elements",https://dequeuniversity.com/rules/axe/4.9/definition-list?application=playwright,Description List Has Bad Structure (dl structure),,critical,,severe,O,related to any data aspects,,A,Difficult,X,data-portal,66,143,209
definition-list,Ensures <dl> elements are structured correctly,,"<dl> elements must only directly contain properly-ordered <dt> and <dd> groups, <script>, <template> or <div> elements",https://dequeuniversity.com/rules/axe/4.9/definition-list?application=playwright,Description List Has Bad Structure (dl structure),,critical,,severe,O,related to any data aspects,,A,Difficult,X,government,0,8,8
definition-list,Ensures <dl> elements are structured correctly,,"<dl> elements must only directly contain properly-ordered <dt> and <dd> groups, <script>, <template> or <div> elements",https://dequeuniversity.com/rules/axe/4.9/definition-list?application=playwright,Description List Has Bad Structure (dl structure),,critical,,severe,O,related to any data aspects,,A,Difficult,X,journal,387,6112,6499
dlitem,Ensures <dt> and <dd> elements are contained by a <dl>,,<dt> and <dd> elements must be contained by a <dl>,https://dequeuniversity.com/rules/axe/4.9/dlitem?application=playwright,Description List Has Bad Structure (dl missing),,critical,,severe,O,related to any data aspects,,A,Difficult,X,data-portal,49,1067,1116
dlitem,Ensures <dt> and <dd> elements are contained by a <dl>,,<dt> and <dd> elements must be contained by a <dl>,https://dequeuniversity.com/rules/axe/4.9/dlitem?application=playwright,Description List Has Bad Structure (dl missing),,critical,,severe,O,related to any data aspects,,A,Difficult,X,government,0,11,11
dlitem,Ensures <dt> and <dd> elements are contained by a <dl>,,<dt> and <dd> elements must be contained by a <dl>,https://dequeuniversity.com/rules/axe/4.9/dlitem?application=playwright,Description List Has Bad Structure (dl missing),,critical,,severe,O,related to any data aspects,,A,Difficult,X,journal,247,18859,19106
document-title,Ensures each HTML document contains a non-empty <title> element,,Documents must have <title> element to aid in navigation,https://dequeuniversity.com/rules/axe/4.9/document-title?application=playwright,Document Has No Label,,critical,,severe,O,related to understanding page context,,A,Difficult,O,data-portal,141,2972,3113
document-title,Ensures each HTML document contains a non-empty <title> element,,Documents must have <title> element to aid in navigation,https://dequeuniversity.com/rules/axe/4.9/document-title?application=playwright,Document Has No Label,,critical,,severe,O,related to understanding page context,,A,Difficult,O,government,6,846,852
document-title,Ensures each HTML document contains a non-empty <title> element,,Documents must have <title> element to aid in navigation,https://dequeuniversity.com/rules/axe/4.9/document-title?application=playwright,Document Has No Label,,critical,,severe,O,related to understanding page context,,A,Difficult,O,journal,150,4948,5098
duplicate-id-aria,Ensures every id attribute value used in ARIA and in labels is unique,,IDs used in ARIA and labels must be unique,https://dequeuniversity.com/rules/axe/4.9/duplicate-id-aria?application=playwright,Aria Has Duplicated ID,,moderate,,severe,O,related to any data aspects,,A,Moderate,X,data-portal,0,11062,11062
duplicate-id-aria,Ensures every id attribute value used in ARIA and in labels is unique,,IDs used in ARIA and labels must be unique,https://dequeuniversity.com/rules/axe/4.9/duplicate-id-aria?application=playwright,Aria Has Duplicated ID,,moderate,,severe,O,related to any data aspects,,A,Moderate,X,government,0,9547,9547
duplicate-id-aria,Ensures every id attribute value used in ARIA and in labels is unique,,IDs used in ARIA and labels must be unique,https://dequeuniversity.com/rules/axe/4.9/duplicate-id-aria?application=playwright,Aria Has Duplicated ID,,moderate,,severe,O,related to any data aspects,,A,Moderate,X,journal,0,94596,94596
empty-heading,Ensures headings have discernible text,,Headings should not be empty,https://dequeuniversity.com/rules/axe/4.9/empty-heading?application=playwright,Heading Is Empty,,minor,,not severe,X,likely not directly related to data itself,,,Difficult,O,data-portal,263,19063,19326
empty-heading,Ensures headings have discernible text,,Headings should not be empty,https://dequeuniversity.com/rules/axe/4.9/empty-heading?application=playwright,Heading Is Empty,,minor,,not severe,X,likely not directly related to data itself,,,Difficult,O,government,100,10375,10475
empty-heading,Ensures headings have discernible text,,Headings should not be empty,https://dequeuniversity.com/rules/axe/4.9/empty-heading?application=playwright,Heading Is Empty,,minor,,not severe,X,likely not directly related to data itself,,,Difficult,O,journal,1131,71803,72934
empty-table-header,Ensures table headers have discernible text,minor,Table header text should not be empty,https://dequeuniversity.com/rules/axe/4.9/empty-table-header?application=playwright,Table Header No Label,,critical,related WCAG: https://www.w3.org/WAI/WCAG22/Understanding/info-and-relationships,severe,O,directly related to any data aspects,,A,Difficult,O,data-portal,266,3633,3899
empty-table-header,Ensures table headers have discernible text,minor,Table header text should not be empty,https://dequeuniversity.com/rules/axe/4.9/empty-table-header?application=playwright,Table Header No Label,,critical,related WCAG: https://www.w3.org/WAI/WCAG22/Understanding/info-and-relationships,severe,O,directly related to any data aspects,,A,Difficult,O,government,10,111,121
empty-table-header,Ensures table headers have discernible text,minor,Table header text should not be empty,https://dequeuniversity.com/rules/axe/4.9/empty-table-header?application=playwright,Table Header No Label,,critical,related WCAG: https://www.w3.org/WAI/WCAG22/Understanding/info-and-relationships,severe,O,directly related to any data aspects,,A,Difficult,O,journal,185,980,1165
form-field-multiple-labels,Ensures form field does not have multiple label elements,,Form field must not have multiple label elements,https://dequeuniversity.com/rules/axe/4.9/form-field-multiple-labels?application=playwright,Form Has Multiple Labels,,minor,,not severe,O,related to data filter/search,,A,Moderate,X,data-portal,0,7380,7380
